Dấu thời gian,Khả năng trả nợ vay khách hàng cá nhân,Thu nhập,Số tiền vay,Chi phí dự phòng* ,Mục đích vay,Số năm công tác**,Số lần quan hệ tín dụng,Số nguồn thu nhập,Tài sản đảm bảo,Độ tuổi,Trình độ,Hôn nhân,Giới tính
05/04/2022 10:18:25,2: Trả nợ không đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,0: Nam
05/04/2022 10:18:25,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,0: Nam
05/04/2022 10:18:34,2: Trả nợ không đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,0: Nam
05/04/2022 10:18:36,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:18:41,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:18:43,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:18:44,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:18:45,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:18:46,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:18:47,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",3: Ly dị,1: Nữ
05/04/2022 10:18:48,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",1. Độc thân,0: Nam
05/04/2022 10:18:49,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,1: Nữ
05/04/2022 10:18:53,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:18:56,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:18:56,2: Trả nợ không đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:18:57,2: Trả nợ không đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:19:00,2: Trả nợ không đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:19:07,2: Trả nợ không đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:19:07,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:19:07,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,0: Nam
05/04/2022 10:19:08,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,0: Nam
05/04/2022 10:19:10,2: Trả nợ không đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:19:11,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:19:11,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",3: Ly dị,0: Nam
05/04/2022 10:19:13,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,1: Nữ
05/04/2022 10:19:16,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:19:18,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),3: X > 50,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,1: Nữ
05/04/2022 10:19:33,2: Trả nợ không đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",3: Ly dị,0: Nam
05/04/2022 10:19:41,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:19:42,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,1: Nữ
05/04/2022 10:19:55,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",1. Độc thân,1: Nữ
05/04/2022 10:19:55,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,3: X > 50,"2: Thấp (Trung cấp, phổ thông, khác)",1. Độc thân,1: Nữ
05/04/2022 10:19:56,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:20:03,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),3: X > 50,"2: Thấp (Trung cấp, phổ thông, khác)",1. Độc thân,0: Nam
05/04/2022 10:20:05,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,1: X ≤ 30,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:20:05,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:20:13,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,0: Nam
05/04/2022 10:20:22,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),1: X ≤ 30,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,1: Nữ
05/04/2022 10:20:23,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,3: X > 50,"2: Thấp (Trung cấp, phổ thông, khác)",3: Ly dị,0: Nam
05/04/2022 10:20:29,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,1: X ≤ 2 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:20:30,2: Trả nợ không đúng hạn,1: Thấp (≤ 39.425.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,0: Nam
05/04/2022 10:20:36,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,0: Nam
05/04/2022 10:20:45,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),1: Ít nguồn thu nhập (X < 2),1: Thuộc sở hữu người vay,3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",3: Ly dị,0: Nam
05/04/2022 10:20:45,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,3: X > 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,1: Nữ
05/04/2022 10:20:45,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,1: X ≤ 2 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,1: Nữ
05/04/2022 10:20:48,1: Trả nợ đúng hạn,2: Trung bình (39.425.000 < X ≤ 61.500.000),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,1: Nữ
05/04/2022 10:20:52,1: Trả nợ đúng hạn,1: Thấp (≤ 39.425.000),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",3: Ly dị,0: Nam
05/04/2022 10:20:52,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"1: Cao (Sau đại học, đại học, cao đẳng)",1. Độc thân,1: Nữ
05/04/2022 10:21:06,2: Trả nợ không đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),1: Nhỏ hơn KNTN****,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),1: QHTD lần đầu (X = 1),1: Ít nguồn thu nhập (X < 2),0: Không thuộc sở hữu người vay (bảo lãnh),2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,0: Nam
05/04/2022 10:21:06,1: Trả nợ đúng hạn,3: Cao (61.500.000 < X ≤ 98.479.500),2: Lớn hơn KNTN,2: Thấp (X < Chi phí dự phòng theo quy định ACB),1: Vay phục vụ nhu cầu đời sống,2: 2 < X ≤ 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),0: Không thuộc sở hữu người vay (bảo lãnh),3: X > 50,"1: Cao (Sau đại học, đại học, cao đẳng)",2: Đã kết hôn,1: Nữ
05/04/2022 10:21:06,1: Trả nợ đúng hạn,4: Rất cao ( X ≥ 98.479.500),2: Lớn hơn KNTN,1: Cao (X ≥ Chi phí dự phòng theo quy định ACB),2: Vay phục vụ SXKD,3: X > 5 (năm),2: QHTD nhiều lần (X > 1),2: Nhiều nguồn thu nhập (X ≥ 2),1: Thuộc sở hữu người vay,2: 30 < X ≤ 50,"2: Thấp (Trung cấp, phổ thông, khác)",2: Đã kết hôn,1: Nữ
